school,thk,prethk,cc,gprethk,d,d2,d3,d4,d5
408,2,1,1,2.444444417953491,2,2,2,2,3
408,3,3,1,2.444444417953491,1,4,2,1,2
408,1,0,1,2.444444417953491,2,3,2,2,1
408,4,5,1,2.444444417953491,2,2,4,3,2
408,4,4,1,2.444444417953491,3,4,2,2,2
408,4,5,1,2.444444417953491,3,3,1,2,4
408,4,2,1,2.444444417953491,3,2,1,4,0
408,1,1,1,2.444444417953491,2,1,1,2,2
408,3,2,1,2.444444417953491,2,1,2,2,2
408,1,2,1,2.444444417953491,4,4,2,1,2
408,4,4,1,2.444444417953491,1,2,0,1,2
408,4,2,1,2.444444417953491,2,2,2,2,2
408,2,2,1,2.444444417953491,2,3,1,2,2
408,4,4,1,2.444444417953491,2,1,4,0,0
409,1,2,0,2.1500000953674316,1,1,3,1,2
409,2,1,0,2.1500000953674316,2,2,2,1,1
409,2,1,0,2.1500000953674316,0,2,2,2,3
409,2,1,0,2.1500000953674316,1,2,0,2,4
409,1,1,0,2.1500000953674316,1,2,2,2,4
409,3,2,0,2.1500000953674316,0,3,2,1,2
409,2,1,0,2.1500000953674316,1,0,2,1,2
409,1,1,0,2.1500000953674316,1,2,1,1,3
409,3,1,0,2.1500000953674316,1,2,1,4,2
409,1,3,0,2.1500000953674316,1,2,3,2,4
409,2,2,0,2.1500000953674316,3,2,2,2,0
409,1,2,0,2.1500000953674316,2,2,1,2,3
409,2,1,0,2.1500000953674316,3,1,3,0,2
409,4,2,0,2.1500000953674316,2,2,2,3,0
409,4,3,0,2.1500000953674316,2,0,1,3,2
409,3,4,0,2.1500000953674316,3,2,2,0,0
409,3,0,0,2.1500000953674316,2,2,2,2,2
409,4,0,0,2.1500000953674316,0,4,2,1,3
409,1,2,0,2.1500000953674316,3,2,1,2,0
409,3,5,0,2.1500000953674316,3,2,2,2,3
409,2,2,0,2.1500000953674316,3,2,4,4,1
409,2,2,0,2.1500000953674316,2,3,2,2,4
409,4,2,0,2.1500000953674316,3,2,3,2,2
409,1,0,0,2.1500000953674316,2,4,4,1,2
409,1,1,0,2.1500000953674316,1,3,0,3,2
409,4,3,0,2.1500000953674316,2,3,0,4,3
409,1,2,0,2.1500000953674316,2,2,1,0,2
409,3,2,0,2.1500000953674316,2,2,1,2,2
409,3,2,0,2.1500000953674316,2,1,2,2,4
409,2,3,0,2.1500000953674316,0,2,2,2,3
409,1,4,0,2.1500000953674316,2,1,4,3,4
409,4,2,0,2.1500000953674316,4,3,2,0,1
409,1,2,0,2.1500000953674316,3,2,2,2,1
409,1,2,0,2.1500000953674316,2,2,1,2,2
409,4,5,0,2.1500000953674316,1,4,2,3,3
409,4,3,0,2.1500000953674316,2,1,1,0,2
409,4,3,0,2.1500000953674316,1,2,1,3,3
409,1,1,0,2.1500000953674316,0,2,1,2,2
409,3,2,0,2.1500000953674316,1,2,4,4,2
409,2,3,0,2.1500000953674316,3,2,0,4,4
409,2,3,0,2.1500000953674316,2,2,2,2,4
409,4,3,0,2.1500000953674316,4,2,0,0,3
409,4,4,0,2.1500000953674316,2,1,0,0,2
409,2,0,0,2.1500000953674316,3,2,0,2,2
409,4,2,0,2.1500000953674316,4,3,3,2,2
409,1,0,0,2.1500000953674316,2,0,1,0,3
409,4,2,0,2.1500000953674316,2,2,0,3,2
409,2,2,0,2.1500000953674316,2,2,2,2,2
409,4,4,0,2.1500000953674316,4,4,2,1,1
409,3,1,0,2.1500000953674316,2,3,3,1,3
409,1,1,0,2.1500000953674316,2,0,4,0,2
409,2,1,0,2.1500000953674316,1,2,2,2,4
409,2,3,0,2.1500000953674316,1,2,3,1,0
409,2,3,0,2.1500000953674316,2,0,3,0,3
409,4,3,0,2.1500000953674316,2,3,1,0,0
409,3,1,0,2.1500000953674316,2,2,2,2,1
409,4,2,0,2.1500000953674316,1,2,1,2,1
409,2,2,0,2.1500000953674316,3,0,3,2,1
409,1,1,0,2.1500000953674316,2,3,2,4,2
409,4,1,0,2.1500000953674316,3,0,2,4,1
409,3,2,0,2.1500000953674316,2,3,2,2,2
409,4,3,0,2.1500000953674316,3,3,0,0,3
409,3,3,0,2.1500000953674316,2,2,1,4,2
409,1,3,0,2.1500000953674316,2,1,1,2,1
409,1,2,0,2.1500000953674316,2,2,2,0,1
409,1,2,0,2.1500000953674316,0,3,3,2,1
409,3,4,0,2.1500000953674316,1,4,1,2,0
409,3,3,0,2.1500000953674316,2,1,1,0,1
409,1,2,0,2.1500000953674316,2,0,2,3,2
409,3,3,0,2.1500000953674316,3,3,1,4,2
409,3,4,0,2.1500000953674316,2,1,1,1,3
409,3,1,0,2.1500000953674316,3,2,2,2,2
409,2,1,0,2.1500000953674316,1,2,1,2,4
409,3,4,0,2.1500000953674316,2,3,0,2,1
409,1,3,0,2.1500000953674316,3,2,4,2,3
409,3,2,0,2.1500000953674316,0,2,2,3,3
409,3,2,0,2.1500000953674316,0,2,4,2,1
409,1,1,0,2.1500000953674316,3,2,2,3,2
409,2,3,0,2.1500000953674316,2,0,4,0,2
409,4,4,0,2.1500000953674316,1,2,2,2,1
410,3,3,1,1.7575757503509521,3,2,2,3,2
410,4,2,1,1.7575757503509521,1,2,2,1,1
410,1,2,1,1.7575757503509521,4,3,2,2,4
410,2,1,1,1.7575757503509521,2,2,2,3,1
410,4,1,1,1.7575757503509521,1,0,3,2,1
410,1,3,1,1.7575757503509521,1,2,2,4,3
410,1,1,1,1.7575757503509521,3,1,4,1,3
410,1,5,1,1.7575757503509521,4,2,0,2,2
410,2,1,1,1.7575757503509521,2,4,2,2,2
410,2,2,1,1.7575757503509521,4,4,2,1,2
410,1,0,1,1.7575757503509521,0,0,4,4,3
410,2,1,1,1.7575757503509521,2,1,2,1,3
410,2,2,1,1.7575757503509521,2,2,2,3,1
410,4,2,1,1.7575757503509521,1,0,2,2,1
410,1,4,1,1.7575757503509521,2,2,1,2,2
410,2,1,1,1.7575757503509521,1,4,2,2,2
410,2,2,1,1.7575757503509521,2,4,3,2,3
410,1,1,1,1.7575757503509521,2,2,2,2,4
410,3,2,1,1.7575757503509521,3,2,2,3,4
410,1,2,1,1.7575757503509521,3,3,0,1,0
410,1,0,1,1.7575757503509521,1,2,2,2,3
410,3,1,1,1.7575757503509521,2,1,4,1,1
410,4,4,1,1.7575757503509521,2,2,1,2,0
410,1,3,1,1.7575757503509521,3,2,3,4,1
410,2,0,1,1.7575757503509521,2,2,1,2,1
410,1,0,1,1.7575757503509521,2,2,1,2,2
410,3,1,1,1.7575757503509521,2,2,4,3,2
410,3,3,1,1.7575757503509521,3,2,4,0,2
410,3,1,1,1.7575757503509521,1,0,2,2,1
410,3,1,1,1.7575757503509521,0,2,2,2,0
410,2,0,1,1.7575757503509521,2,1,1,1,2
410,1,4,1,1.7575757503509521,2,0,2,2,0
410,3,2,1,1.7575757503509521,1,4,3,3,2
411,4,5,0,3.055555582046509,2,1,1,1,1
411,1,0,0,3.055555582046509,1,4,1,4,3
411,4,6,0,3.055555582046509,1,2,3,3,2
411,3,3,0,3.055555582046509,2,1,2,1,3
411,3,4,0,3.055555582046509,3,3,2,1,1
411,4,4,0,3.055555582046509,0,1,4,3,2
411,3,3,0,3.055555582046509,2,3,2,2,2
411,4,3,0,3.055555582046509,4,1,4,2,2
411,2,1,0,3.055555582046509,2,1,3,3,4
411,2,4,0,3.055555582046509,1,2,2,3,0
411,4,4,0,3.055555582046509,3,3,4,2,4
411,4,1,0,3.055555582046509,2,2,2,2,1
411,3,3,0,3.055555582046509,1,3,1,1,4
411,2,4,0,3.055555582046509,2,2,2,4,4
411,4,2,0,3.055555582046509,3,4,2,3,2
411,3,2,0,3.055555582046509,2,2,0,1,3
411,4,3,0,3.055555582046509,2,3,2,4,1
411,3,3,0,3.055555582046509,4,2,3,4,1
412,4,1,1,1.5882352590560913,2,2,2,1,3
412,4,1,1,1.5882352590560913,1,2,2,2,2
412,4,3,1,1.5882352590560913,1,3,1,2,4
412,4,1,1,1.5882352590560913,2,3,3,4,0
412,3,1,1,1.5882352590560913,3,2,1,2,2
412,2,4,1,1.5882352590560913,4,0,0,2,2
412,2,1,1,1.5882352590560913,1,3,0,2,1
412,2,0,1,1.5882352590560913,2,3,2,2,2
412,4,4,1,1.5882352590560913,2,2,2,0,2
412,2,0,1,1.5882352590560913,1,1,2,2,1
412,3,2,1,1.5882352590560913,3,3,1,3,4
412,3,1,1,1.5882352590560913,2,3,0,2,2
412,3,3,1,1.5882352590560913,4,2,1,0,2
412,1,3,1,1.5882352590560913,0,2,2,2,3
412,4,3,1,1.5882352590560913,4,2,3,0,2
412,4,1,1,1.5882352590560913,0,2,0,2,2
412,3,2,1,1.5882352590560913,3,2,2,0,2
412,1,0,1,1.5882352590560913,3,3,2,2,1
412,3,0,1,1.5882352590560913,1,2,4,2,3
412,2,2,1,1.5882352590560913,1,2,4,2,2
412,3,2,1,1.5882352590560913,2,0,1,2,1
412,1,2,1,1.5882352590560913,3,1,3,3,3
412,1,2,1,1.5882352590560913,1,2,3,2,1
412,4,1,1,1.5882352590560913,3,1,1,1,1
412,3,1,1,1.5882352590560913,3,1,3,2,3
412,1,1,1,1.5882352590560913,2,3,2,2,4
412,3,1,1,1.5882352590560913,2,4,3,0,2
412,3,3,1,1.5882352590560913,0,3,2,3,1
412,2,1,1,1.5882352590560913,2,2,2,4,2
412,3,0,1,1.5882352590560913,2,1,3,2,2
412,3,2,1,1.5882352590560913,1,3,2,1,3
412,1,1,1,1.5882352590560913,3,2,3,3,1
412,1,1,1,1.5882352590560913,1,1,2,2,3
412,4,3,1,1.5882352590560913,2,2,1,2,2
414,3,0,1,1.7894736528396606,0,0,2,1,3
414,4,3,1,1.7894736528396606,1,3,4,3,4
414,1,1,1,1.7894736528396606,2,0,2,1,0
414,3,2,1,1.7894736528396606,2,2,4,2,1
414,1,2,1,1.7894736528396606,1,0,2,3,3
414,4,3,1,1.7894736528396606,1,2,3,1,3
414,2,3,1,1.7894736528396606,2,1,2,3,2
414,3,1,1,1.7894736528396606,2,3,0,1,0
414,3,2,1,1.7894736528396606,2,3,3,2,1
414,4,3,1,1.7894736528396606,3,2,2,1,0
414,2,3,1,1.7894736528396606,2,2,3,3,3
414,3,2,1,1.7894736528396606,3,3,2,3,4
414,1,2,1,1.7894736528396606,1,2,4,3,2
414,3,2,1,1.7894736528396606,2,1,1,1,0
414,4,2,1,1.7894736528396606,2,2,1,2,3
414,2,3,1,1.7894736528396606,2,3,2,2,1
414,2,1,1,1.7894736528396606,2,2,0,4,2
414,2,0,1,1.7894736528396606,3,2,2,3,2
414,2,1,1,1.7894736528396606,1,3,1,4,1
414,2,2,1,1.7894736528396606,3,3,2,1,2
414,4,1,1,1.7894736528396606,2,0,2,2,2
414,2,1,1,1.7894736528396606,1,1,4,1,0
414,4,1,1,1.7894736528396606,2,0,1,3,1
414,4,4,1,1.7894736528396606,1,3,3,4,1
414,4,2,1,1.7894736528396606,2,1,3,4,2
414,2,4,1,1.7894736528396606,2,2,3,3,3
414,3,0,1,1.7894736528396606,0,0,4,1,2
414,2,2,1,1.7894736528396606,1,2,1,3,1
414,3,1,1,1.7894736528396606,4,0,1,2,1
414,2,2,1,1.7894736528396606,1,2,2,3,2
414,4,2,1,1.7894736528396606,4,2,4,0,2
414,3,4,1,1.7894736528396606,2,2,1,1,3
414,4,2,1,1.7894736528396606,3,0,4,2,2
414,3,0,1,1.7894736528396606,4,2,0,2,2
414,4,0,1,1.7894736528396606,2,4,2,1,3
414,4,0,1,1.7894736528396606,4,0,2,2,3
414,2,3,1,1.7894736528396606,2,2,1,3,0
414,2,1,1,1.7894736528396606,1,2,2,3,4
415,4,2,1,2.1940298080444336,1,1,2,1,3
415,4,5,1,2.1940298080444336,0,0,2,2,0
415,1,3,1,2.1940298080444336,2,3,2,3,0
415,3,3,1,2.1940298080444336,2,0,2,1,2
415,4,1,1,2.1940298080444336,0,4,1,2,2
415,3,2,1,2.1940298080444336,2,2,2,3,0
415,4,0,1,2.1940298080444336,3,0,2,3,1
415,3,3,1,2.1940298080444336,1,3,0,3,2
415,3,3,1,2.1940298080444336,1,3,2,2,2
415,4,1,1,2.1940298080444336,0,1,3,3,2
415,1,1,1,2.1940298080444336,3,2,0,3,3
415,2,1,1,2.1940298080444336,2,2,0,2,2
415,4,2,1,2.1940298080444336,2,3,0,2,1
415,4,1,1,2.1940298080444336,2,1,3,3,0
415,4,6,1,2.1940298080444336,1,2,3,2,2
415,3,2,1,2.1940298080444336,1,2,2,2,2
415,4,3,1,2.1940298080444336,4,2,1,2,2
415,4,2,1,2.1940298080444336,1,1,0,1,2
415,4,2,1,2.1940298080444336,3,1,0,1,3
415,4,1,1,2.1940298080444336,1,1,2,4,4
415,4,2,1,2.1940298080444336,3,2,2,1,4
415,2,5,1,2.1940298080444336,1,3,2,0,0
415,4,6,1,2.1940298080444336,3,2,2,1,3
415,2,0,1,2.1940298080444336,2,2,3,4,2
415,3,4,1,2.1940298080444336,2,3,2,0,2
415,2,0,1,2.1940298080444336,4,2,0,2,4
415,4,3,1,2.1940298080444336,0,2,3,1,3
415,3,1,1,2.1940298080444336,3,4,1,4,2
415,1,2,1,2.1940298080444336,1,3,1,0,0
415,4,2,1,2.1940298080444336,4,0,2,2,3
415,3,1,1,2.1940298080444336,1,3,3,1,2
415,2,1,1,2.1940298080444336,2,4,2,2,3
415,3,0,1,2.1940298080444336,2,4,2,3,0
415,1,2,1,2.1940298080444336,4,2,2,3,1
415,4,3,1,2.1940298080444336,2,3,1,0,2
415,4,3,1,2.1940298080444336,1,2,4,2,4
415,4,4,1,2.1940298080444336,2,0,3,0,2
415,1,1,1,2.1940298080444336,0,3,2,0,3
415,4,4,1,2.1940298080444336,1,4,2,3,2
415,4,4,1,2.1940298080444336,0,3,2,3,1
415,4,2,1,2.1940298080444336,2,3,3,4,2
415,2,1,1,2.1940298080444336,0,2,2,2,2
415,2,1,1,2.1940298080444336,2,4,3,0,2
415,4,1,1,2.1940298080444336,3,3,3,2,2
415,4,2,1,2.1940298080444336,2,3,0,3,1
415,3,2,1,2.1940298080444336,2,3,4,0,2
415,3,3,1,2.1940298080444336,2,2,0,2,2
415,4,1,1,2.1940298080444336,2,4,2,2,1
415,1,3,1,2.1940298080444336,1,2,1,1,2
415,4,3,1,2.1940298080444336,3,4,2,0,2
415,3,3,1,2.1940298080444336,2,2,1,1,2
415,2,0,1,2.1940298080444336,1,1,1,3,4
415,3,3,1,2.1940298080444336,3,2,2,3,1
415,3,1,1,2.1940298080444336,2,3,2,1,4
415,3,2,1,2.1940298080444336,2,2,4,1,1
415,4,4,1,2.1940298080444336,0,2,1,0,1
415,4,3,1,2.1940298080444336,2,2,2,4,3
415,3,3,1,2.1940298080444336,1,1,2,2,2
415,4,1,1,2.1940298080444336,3,4,1,2,4
415,2,1,1,2.1940298080444336,2,2,3,2,2
415,4,5,1,2.1940298080444336,4,4,2,4,2
415,3,2,1,2.1940298080444336,1,2,1,4,3
415,3,4,1,2.1940298080444336,3,1,4,4,1
415,2,2,1,2.1940298080444336,2,3,1,3,2
415,2,0,1,2.1940298080444336,1,2,2,3,2
415,4,1,1,2.1940298080444336,1,3,3,1,2
415,4,1,1,2.1940298080444336,4,1,2,2,1
505,2,1,1,1.8904109001159668,1,3,0,1,0
505,2,1,1,1.8904109001159668,2,2,2,2,2
505,3,2,1,1.8904109001159668,1,3,3,4,2
505,3,2,1,1.8904109001159668,1,0,1,4,3
505,4,2,1,1.8904109001159668,1,2,0,0,1
505,1,5,1,1.8904109001159668,1,0,2,1,2
505,4,4,1,1.8904109001159668,1,2,1,2,3
505,3,2,1,1.8904109001159668,3,0,3,1,2
505,1,1,1,1.8904109001159668,2,3,2,3,2
505,4,2,1,1.8904109001159668,1,3,0,3,4
505,3,4,1,1.8904109001159668,2,0,2,2,4
505,3,4,1,1.8904109001159668,1,2,2,0,2
505,3,0,1,1.8904109001159668,1,0,1,3,3
505,3,2,1,1.8904109001159668,1,0,0,3,2
505,4,1,1,1.8904109001159668,4,4,1,2,3
505,4,3,1,1.8904109001159668,0,1,2,2,3
505,1,2,1,1.8904109001159668,3,2,3,4,3
505,1,0,1,1.8904109001159668,1,2,1,0,2
505,1,0,1,1.8904109001159668,4,1,2,3,0
505,4,4,1,1.8904109001159668,0,2,3,2,2
505,2,2,1,1.8904109001159668,2,3,4,1,2
505,2,0,1,1.8904109001159668,0,2,4,2,2
505,2,2,1,1.8904109001159668,2,2,2,3,3
505,2,3,1,1.8904109001159668,2,4,3,2,2
505,2,3,1,1.8904109001159668,3,4,2,0,1
505,2,2,1,1.8904109001159668,2,3,1,2,2
505,4,1,1,1.8904109001159668,2,0,2,2,3
505,1,1,1,1.8904109001159668,2,2,2,0,4
505,3,2,1,1.8904109001159668,2,2,1,2,4
505,4,2,1,1.8904109001159668,2,3,2,1,2
505,1,2,1,1.8904109001159668,1,2,1,2,3
505,3,2,1,1.8904109001159668,2,3,1,1,0
505,1,1,1,1.8904109001159668,3,2,0,1,0
505,3,0,1,1.8904109001159668,3,4,2,0,0
505,4,3,1,1.8904109001159668,4,3,2,2,1
505,4,1,1,1.8904109001159668,3,2,2,2,1
505,3,1,1,1.8904109001159668,3,3,2,2,4
505,2,3,1,1.8904109001159668,2,2,2,2,0
505,1,0,1,1.8904109001159668,2,2,2,1,3
505,2,0,1,1.8904109001159668,3,1,2,3,4
505,1,1,1,1.8904109001159668,1,0,2,2,1
505,2,6,1,1.8904109001159668,1,1,2,1,3
505,3,3,1,1.8904109001159668,2,2,3,2,3
505,2,1,1,1.8904109001159668,2,2,1,1,2
505,4,2,1,1.8904109001159668,1,2,2,2,2
505,3,2,1,1.8904109001159668,3,4,2,2,1
505,2,1,1,1.8904109001159668,3,2,3,0,0
505,3,1,1,1.8904109001159668,2,3,2,2,2
505,3,1,1,1.8904109001159668,3,2,2,2,2
505,2,3,1,1.8904109001159668,3,2,3,3,2
505,1,2,1,1.8904109001159668,1,1,1,0,2
505,2,2,1,1.8904109001159668,2,0,1,2,4
505,3,3,1,1.8904109001159668,2,2,0,2,0
505,1,3,1,1.8904109001159668,2,2,1,1,2
505,2,1,1,1.8904109001159668,2,1,2,2,0
505,2,3,1,1.8904109001159668,1,2,0,2,3
505,2,2,1,1.8904109001159668,2,3,3,2,0
505,2,1,1,1.8904109001159668,1,3,2,4,2
505,1,2,1,1.8904109001159668,1,0,2,3,2
505,4,2,1,1.8904109001159668,3,3,1,1,1
505,4,1,1,1.8904109001159668,3,2,2,1,4
505,3,0,1,1.8904109001159668,1,0,3,2,2
505,3,2,1,1.8904109001159668,2,2,0,1,3
505,1,2,1,1.8904109001159668,1,2,4,4,2
505,3,0,1,1.8904109001159668,2,2,1,3,3
505,4,3,1,1.8904109001159668,4,2,2,2,4
505,3,1,1,1.8904109001159668,3,0,2,1,3
505,1,2,1,1.8904109001159668,3,2,2,2,4
505,1,4,1,1.8904109001159668,1,3,1,2,2
505,3,2,1,1.8904109001159668,1,2,2,1,2
505,4,2,1,1.8904109001159668,1,2,4,2,0
505,3,2,1,1.8904109001159668,3,2,2,2,2
505,4,2,1,1.8904109001159668,2,2,2,1,1
506,3,0,0,1.7285714149475098,0,0,3,0,1
506,1,4,0,1.7285714149475098,4,0,0,2,2
506,1,2,0,1.7285714149475098,2,0,1,3,4
506,2,1,0,1.7285714149475098,2,2,1,3,1
506,4,3,0,1.7285714149475098,2,2,1,2,2
506,1,2,0,1.7285714149475098,4,0,2,2,1
506,4,0,0,1.7285714149475098,4,1,2,4,2
506,4,2,0,1.7285714149475098,3,2,2,2,4
506,2,0,0,1.7285714149475098,3,3,2,4,2
506,1,0,0,1.7285714149475098,4,1,4,3,1
506,1,0,0,1.7285714149475098,4,2,2,1,2
506,1,1,0,1.7285714149475098,2,1,2,3,3
506,2,2,0,1.7285714149475098,2,3,3,2,2
506,4,0,0,1.7285714149475098,2,2,1,2,2
506,2,2,0,1.7285714149475098,2,2,4,0,2
506,1,2,0,1.7285714149475098,3,3,2,2,3
506,3,2,0,1.7285714149475098,2,2,2,3,2
506,3,3,0,1.7285714149475098,2,2,0,1,2
506,1,2,0,1.7285714149475098,2,1,3,1,3
506,2,1,0,1.7285714149475098,2,1,4,4,2
506,1,4,0,1.7285714149475098,3,2,2,3,2
506,2,1,0,1.7285714149475098,4,2,1,2,2
506,2,2,0,1.7285714149475098,2,0,2,2,3
506,1,2,0,1.7285714149475098,3,2,4,2,1
506,4,2,0,1.7285714149475098,2,2,2,1,2
506,1,1,0,1.7285714149475098,3,1,3,1,3
506,2,1,0,1.7285714149475098,2,2,4,0,1
506,1,2,0,1.7285714149475098,0,2,0,1,2
506,1,0,0,1.7285714149475098,1,1,3,0,2
506,2,1,0,1.7285714149475098,2,4,1,1,0
506,4,6,0,1.7285714149475098,2,3,1,1,1
506,1,1,0,1.7285714149475098,1,1,1,2,2
506,1,2,0,1.7285714149475098,0,2,1,0,1
506,3,2,0,1.7285714149475098,2,2,2,4,2
506,1,3,0,1.7285714149475098,4,3,3,2,1
506,1,3,0,1.7285714149475098,0,2,3,2,2
506,3,1,0,1.7285714149475098,1,2,4,2,2
506,2,2,0,1.7285714149475098,2,2,1,2,3
506,4,1,0,1.7285714149475098,0,2,1,1,4
506,4,3,0,1.7285714149475098,1,1,2,2,2
506,1,1,0,1.7285714149475098,4,1,4,2,2
506,2,1,0,1.7285714149475098,3,2,2,1,2
506,2,0,0,1.7285714149475098,3,1,2,3,1
506,2,4,0,1.7285714149475098,3,2,1,2,2
506,1,1,0,1.7285714149475098,0,1,2,3,3
506,3,1,0,1.7285714149475098,4,4,0,1,2
506,4,1,0,1.7285714149475098,0,2,2,3,1
506,1,2,0,1.7285714149475098,1,2,1,2,0
506,2,3,0,1.7285714149475098,3,2,2,3,3
506,1,1,0,1.7285714149475098,1,4,3,2,3
506,2,0,0,1.7285714149475098,2,4,3,2,3
506,1,3,0,1.7285714149475098,3,3,1,2,0
506,1,1,0,1.7285714149475098,0,4,2,4,2
506,1,3,0,1.7285714149475098,2,1,0,3,1
506,2,3,0,1.7285714149475098,2,0,2,0,3
506,2,1,0,1.7285714149475098,2,2,0,0,2
506,1,0,0,1.7285714149475098,1,4,2,2,1
506,3,3,0,1.7285714149475098,1,0,1,2,1
506,1,4,0,1.7285714149475098,2,2,1,1,0
506,2,3,0,1.7285714149475098,0,2,2,1,0
506,3,1,0,1.7285714149475098,2,2,3,4,2
506,4,2,0,1.7285714149475098,2,1,1,1,1
506,1,0,0,1.7285714149475098,2,1,4,4,2
506,2,3,0,1.7285714149475098,4,4,1,0,2
506,2,2,0,1.7285714149475098,2,1,1,2,3
506,3,4,0,1.7285714149475098,4,2,2,4,0
506,2,0,0,1.7285714149475098,3,2,2,4,2
506,3,1,0,1.7285714149475098,4,0,3,2,3
506,2,2,0,1.7285714149475098,1,2,4,0,0
506,2,1,0,1.7285714149475098,1,2,0,2,3
507,3,4,0,1.7432432174682617,1,4,0,1,2
507,3,0,0,1.7432432174682617,1,3,1,2,1
507,1,2,0,1.7432432174682617,3,2,0,4,1
507,2,1,0,1.7432432174682617,4,1,2,3,2
507,3,3,0,1.7432432174682617,4,2,0,2,1
507,3,1,0,1.7432432174682617,1,2,2,2,3
507,1,0,0,1.7432432174682617,2,3,1,1,1
507,4,1,0,1.7432432174682617,0,0,3,2,2
507,3,2,0,1.7432432174682617,3,4,1,3,3
507,1,1,0,1.7432432174682617,0,2,4,4,2
507,2,2,0,1.7432432174682617,3,4,2,4,3
507,1,0,0,1.7432432174682617,3,1,0,3,2
507,1,0,0,1.7432432174682617,2,1,3,2,1
507,2,1,0,1.7432432174682617,0,0,3,4,0
507,2,4,0,1.7432432174682617,1,2,3,2,2
507,2,1,0,1.7432432174682617,1,3,3,3,2
507,1,5,0,1.7432432174682617,3,4,4,3,3
507,2,2,0,1.7432432174682617,0,4,2,4,3
507,3,3,0,1.7432432174682617,2,2,2,2,0
507,2,3,0,1.7432432174682617,1,1,2,2,2
507,2,2,0,1.7432432174682617,3,1,2,3,2
507,1,1,0,1.7432432174682617,3,2,3,0,2
507,2,1,0,1.7432432174682617,2,2,2,2,2
507,3,4,0,1.7432432174682617,4,1,2,3,0
507,3,2,0,1.7432432174682617,4,1,3,2,0
507,4,2,0,1.7432432174682617,3,1,1,2,3
507,4,1,0,1.7432432174682617,3,2,2,2,2
507,1,2,0,1.7432432174682617,3,1,2,1,1
507,1,1,0,1.7432432174682617,1,2,2,1,2
507,1,1,0,1.7432432174682617,1,2,0,3,2
507,2,3,0,1.7432432174682617,3,0,2,2,2
507,1,1,0,1.7432432174682617,2,2,2,2,2
507,2,1,0,1.7432432174682617,2,4,2,1,2
507,4,0,0,1.7432432174682617,2,2,3,4,2
507,2,5,0,1.7432432174682617,2,2,1,2,2
507,4,1,0,1.7432432174682617,1,2,3,3,2
507,1,1,0,1.7432432174682617,3,2,1,0,1
507,3,2,0,1.7432432174682617,2,1,1,2,2
507,1,2,0,1.7432432174682617,4,2,1,2,2
507,4,1,0,1.7432432174682617,2,1,2,1,4
507,1,1,0,1.7432432174682617,1,4,4,1,1
507,3,2,0,1.7432432174682617,3,0,4,2,1
507,3,1,0,1.7432432174682617,1,4,2,2,1
507,4,1,0,1.7432432174682617,3,1,3,2,2
507,3,2,0,1.7432432174682617,3,3,3,1,4
507,1,3,0,1.7432432174682617,2,1,4,3,3
507,1,1,0,1.7432432174682617,2,4,1,2,2
507,4,1,0,1.7432432174682617,3,4,4,2,2
507,2,2,0,1.7432432174682617,1,4,1,3,1
507,1,1,0,1.7432432174682617,2,0,3,0,3
507,4,2,0,1.7432432174682617,2,2,1,2,2
507,4,3,0,1.7432432174682617,4,3,2,2,0
507,1,2,0,1.7432432174682617,1,2,2,2,4
507,4,1,0,1.7432432174682617,3,2,3,1,3
507,1,0,0,1.7432432174682617,0,4,2,2,3
507,2,1,0,1.7432432174682617,1,1,4,3,1
507,2,4,0,1.7432432174682617,3,2,1,0,2
507,2,4,0,1.7432432174682617,2,2,3,3,3
507,4,3,0,1.7432432174682617,0,2,4,2,3
507,1,3,0,1.7432432174682617,3,0,0,2,2
507,4,2,0,1.7432432174682617,2,1,2,1,2
507,1,1,0,1.7432432174682617,0,2,2,2,2
507,1,2,0,1.7432432174682617,2,1,2,1,1
507,4,3,0,1.7432432174682617,2,2,1,2,1
507,1,0,0,1.7432432174682617,4,3,2,4,2
507,3,2,0,1.7432432174682617,1,4,2,2,3
507,1,1,0,1.7432432174682617,1,2,4,0,2
507,3,1,0,1.7432432174682617,2,4,2,2,2
507,1,2,0,1.7432432174682617,2,3,1,1,2
507,1,0,0,1.7432432174682617,2,2,2,2,2
507,2,1,0,1.7432432174682617,3,0,1,0,4
507,2,4,0,1.7432432174682617,0,1,2,2,2
507,2,1,0,1.7432432174682617,0,3,2,2,1
507,1,1,0,1.7432432174682617,1,0,3,3,1
508,3,4,0,2.7195122241973877,3,2,2,3,2
508,4,5,0,2.7195122241973877,1,3,2,3,0
508,1,3,0,2.7195122241973877,1,4,1,1,2
508,2,4,0,2.7195122241973877,0,2,0,2,2
508,3,2,0,2.7195122241973877,2,3,3,1,2
508,4,3,0,2.7195122241973877,1,3,3,3,1
508,2,3,0,2.7195122241973877,3,4,4,1,2
508,2,4,0,2.7195122241973877,0,3,1,0,2
508,4,5,0,2.7195122241973877,1,1,2,2,2
508,3,3,0,2.7195122241973877,2,2,2,1,3
508,1,4,0,2.7195122241973877,2,2,0,3,1
508,3,3,0,2.7195122241973877,3,2,2,2,2
508,4,2,0,2.7195122241973877,2,2,4,2,2
508,3,3,0,2.7195122241973877,1,2,1,4,2
508,4,2,0,2.7195122241973877,2,2,1,1,1
508,1,2,0,2.7195122241973877,2,3,2,3,2
508,2,2,0,2.7195122241973877,3,2,4,2,1
